author,img,intro,name,state,type,url 
嗷星小领主,//bookcover.yuewen.com/qdbimg/349573/1010864095/150,我的名字是伊文，美尼斯帝国的太阳王，穿越者大军的一员，人民视我为神的化身，统御着数百万平方公里，两亿人口的封建大帝国。但我的对手是星际文明，他们的星际战舰就停泊在王都上空，按个按钮就能爆了这颗星球。宗,机械王庭,连载中,史诗奇幻,//book.qidian.com/info/1010864095
易伤秋者,//bookcover.yuewen.com/qdbimg/349573/1011159802/150,某论坛主题——“如果你能拥有一个dnd职业的能力，你愿意选择什么”易秋回复道：“当然是武僧啊！身体棒，跑得快。自带毒和疾病免疫，赤手就能怼流氓，在种花家这种武器管制而且食物自带化学元素表的情况下简直不,光头武僧在都市,连载中,游戏异界,//book.qidian.com/info/1011159802
贼眉鼠眼,//bookcover.yuewen.com/qdbimg/349573/3427715/150,大唐贞观，天下靖平，山河壮丽，独钟李氏。李靖北击突厥，太宗东征高丽，兵锋之盛，威服四海。待从头，重整旧山河。功臣画像前，李渊拨弹琵琶独怅然，凌烟楼阁上，李世民大醉翩翩舞春风。中国历史上最壮丽，最磅礴，,贞观大闲人,完本,两晋隋唐,//book.qidian.com/info/3427715
吴老狼,//bookcover.yuewen.com/qdbimg/349573/3681166/150,穿越到了大买办吴健彰的宝贝孙子身上，家财万贯又有钱有势，胸无大志的吴超越原来只想当个富家翁足矣，但就是因为交了几个洋人损友，吴超越的计划就变了。被洋人喜欢和利用，被朝廷嫉恨，被百姓误解，太平军和小刀会,晚清之乱臣贼子,完本,清史民国,//book.qidian.com/info/3681166
双洞,//bookcover.yuewen.com/qdbimg/349573/1005212645/150,重活一世成为坑爹的星二代，爹爹不疼，后妈不爱，身无分文，他该何去何从？,重生之我是星二代,连载中,都市生活,//book.qidian.com/info/1005212645
步枪打蚊子,//bookcover.yuewen.com/qdbimg/349573/1010956925/150,沉船、宝藏、神秘的大海究竟隐藏了多少秘密？重生、奇遇、重走人生路又会掀开何等惊涛骇浪？混迹世俗之中的海洋修士，上演一段人与海洋的和谐共存之旅！,海洋修士,连载中,异术超能,//book.qidian.com/info/1010956925
贪狼独坐,//bookcover.yuewen.com/qdbimg/349573/1001816825/150,他凝视自己身上的伤疤，上面有弹痕、有刀砍。在他走过了从非洲到中东，从东南亚到南美的厮杀血山。低着头，他轻声吟唱着那首属于他的自己的歌。战火燃烧的M16下，我凝视自己的伤疤我们不需要露出自己的面孔，因为,战火来袭,连载中,军事战争,//book.qidian.com/info/1001816825
正北方,//bookcover.yuewen.com/qdbimg/349573/1009642835/150,王大亮是一个即将毕业的大四狗，平时最大的爱好就是玩各种各样的游戏。但是在这即将离开校园的时候，在一个夏日炎炎被蚊子咬醒的晚上，他突然发现了自己的室友兼基友的一个大秘密。他竟然重生了……看点：英雄无敌元,开局一个大天使,连载中,虚拟网游,//book.qidian.com/info/1009642835
千年龙王l,//bookcover.yuewen.com/qdbimg/349573/1005055355/150,云浩意外的穿越到了唐朝。两世为人，云浩一心想过上混吃等死的日子。可李渊不打算放过他，伟大的英明睿智的李二也不打算放过他。长孙是腹黑女，秦琼是个碰瓷儿的。大名鼎鼎的程咬金居然是……本书书友群：28202,懒唐,连载中,两晋隋唐,//book.qidian.com/info/1005055355
人瘦凋猪颜,//bookcover.yuewen.com/qdbimg/349573/1009907155/150,少年天子坐正明堂，左右狐狸两旁，阴诡的披金戴紫，跋扈的持节封王；上有那端庄的圣母养闺臣，下跪着衣冠的世家藏心肠，殿悬着血泪忠良，这斑斑青竹泪几行，沙场白发眺天狼，沦落在胡尘望帝乡，说一句楚虽三户三闾强,武侠时代的皇帝修炼日记,连载中,武侠幻想,//book.qidian.com/info/1009907155
暗尘弥散,//bookcover.yuewen.com/qdbimg/349573/1010367384/150,由于能源危机而爆发的核战争导致核冬天的降临，幸存的人类被迫转入地下的避难所中生存。然而地下储备的资源终归有限，为了能早日返回地面，一款叫做《废土生存守则》的完全沉浸式游戏被强制在所有的地下避难所推广了,废土生存守则,连载中,虚拟网游,//book.qidian.com/info/1010367384
24K纯帅鸦,//bookcover.yuewen.com/qdbimg/349573/1010837556/150,火影简介：携招募系统穿越忍界鸣人大哥，收集忍者碎片招募忍者，成就忍界最强弟控！（完结）死神简介：开局一把刀一条狗，实力提升全靠砍！斩杀一只虚即可获得它的全部灵压，被狗吞噬的虚还会产生恶灵碎片，恶灵碎片,忍者招募大师,连载中,衍生同人,//book.qidian.com/info/1010837556
宝木辰铭,//bookcover.yuewen.com/qdbimg/349573/1011036471/150,承平六十载，盛世文娱兴。文化产业年值万亿，成为国民支柱产业之一；电影票房产值百亿，成为世界第二大市场；网剧、网综彗星般崛起，互联网成为全新娱乐平台。这是娱乐的盛世，这是文化的狂欢，这是……好吧，我实在,再一次2010,连载中,娱乐明星,//book.qidian.com/info/1011036471
香樟店下,//bookcover.yuewen.com/qdbimg/349573/1010348051/150,【完美世界火热更新中！】完美世界，吞噬祖龙血脉纵横无敌，西游世界，获得玄幻武魂，九叶剑草，天角蚁宝术，纵横西游;修罗刀出现在斗破苍穹，杀戮伊始，许她斗气大陆山河，破天七剑，纵横在一个你们绝对没有想象过,无限升级之穿越诸天,连载中,东方玄幻,//book.qidian.com/info/1010348051
凤尔,//bookcover.yuewen.com/qdbimg/349573/1009556972/150,绑定“诸子百家”游戏，隐居于深山老林。闲来种种田，读读书，看看病，偶尔做做木工活……可为什么偏偏有众多名流巨星纷至沓来，只求一见？书友交流群：222750811,山野杂家,连载中,异术超能,//book.qidian.com/info/1009556972
牛海,//bookcover.yuewen.com/qdbimg/349573/1010025369/150,在这里拥有正气天赋的人是当法官和警察最好的人选，在这里明星可以依靠幻力来增加自身的魅力和演技，在这里音乐家可以用音力使得音乐变得更加的动人心弦.........陆文穿越到了这里，成为了一名优秀的的人民,完美执教,连载中,异术超能,//book.qidian.com/info/1010025369
祝家大郎,//bookcover.yuewen.com/qdbimg/349573/1011203236/150,【历史征文获奖作品】徐杰穿越而来！家有老卒百十，武艺在身，却又慢慢凋零。家有良田几顷，农家门户，却也读起了诗书。出门遇江湖，当大杀四方，杀尽牛鬼蛇神。读书看朝堂，当只手遮天，扫尽腐朽悲哀。一袭青衫，一,诗与刀,连载中,架空历史,//book.qidian.com/info/1011203236
特别白,//bookcover.yuewen.com/qdbimg/349573/1004969781/150,他姓朱.他在大明嘉靖年间.他觉得这个时代很太平.他错了.他发现能依靠的只有这口刀.,诛明,连载中,两宋元明,//book.qidian.com/info/1004969781
程砚秋,//bookcover.yuewen.com/qdbimg/349573/1005781577/150,一个有妖气的系统，一位有妖气的掌柜，一家有妖气的客栈。垒起七星灶，铜壶煮三江。摆开八仙桌，招待十六方。笑纳四海客，有妖嘴两张。相逢人一笑，白衣换红裳。人一走，杯不凉，有驴醉倒在桌旁。………………………,有妖气客栈,连载中,东方玄幻,//book.qidian.com/info/1005781577
撞破南墙,//bookcover.yuewen.com/qdbimg/349573/3652222/150,叶信崛起于异世死囚营，在这个充满欺凌与杀戮的世界，生存似乎才是人生的永恒命题。背负两世血仇的叶信，不甘作命运的弃儿，他誓要在艰难的修行路上，凭着这几尺血肉之躯打破命运的枷锁，挥戈斩旗、杀君弑神，闯出自,天路杀神,连载中,异世大陆,//book.qidian.com/info/3652222
小小羽,//bookcover.yuewen.com/qdbimg/349573/1004871593/150,美食评论家古争被餮(tie)仙选中，成为都市餮仙传人，在餮仙令器灵的种种考验之下，提升自身，最终成为有史以来最伟大的食仙。（古争：“仙界对食材也划分了等级？地球上最好的食材只是普通级别？你让我用现有的,餮仙传人在都市,连载中,现代修真,//book.qidian.com/info/1004871593
可大可小,//bookcover.yuewen.com/qdbimg/349573/1004829455/150,在一般人眼中，他是平庸、无能、贪婪，甚至有些愚蠢的警察。因为他，经常行动失败，多次无意泄露了重要情报。但他交游广泛，善于溜须拍马和钻营，是军政不倒翁。在日伪眼中，他忠诚、可靠。而在军统的眼中，他是人才,交锋,完本,谍战特工,//book.qidian.com/info/1004829455
麓泽,//bookcover.yuewen.com/qdbimg/349573/1010477291/150,一个快递员进入游戏而发生的改变！巧合下游戏中有了加血技能，并转职全能匠师，成为生活职业宗师、神匠。现实中身体却被一步步强化。为逃离流放却巧遇东西方双龙大战，在帮助了东方魔龙胜利之后却要惨遭魔龙感谢！（,全能快递员,连载中,虚拟网游,//book.qidian.com/info/1010477291
耳根,//bookcover.yuewen.com/qdbimg/349573/3106580/150,我若要有天不可无我若要无天不许有！这是一个起始于第八山与第九山之间的故事一个“我命如妖欲封天”的世界！这是耳根继《仙逆》《求魔》后，创作的第三部长篇小说《我欲封天》,我欲封天,连载中,修真文明,//book.qidian.com/info/3106580
沉默的糕点,//bookcover.yuewen.com/qdbimg/349573/3012425/150,（已完本）大一男生阳顶天，拥有亿万中无一的九阳之躯，体内阳火非常旺盛。在生日之夜，他忽然身体自燃。然后他穿越到另外一个世界，武力为尊的世界。原本灾难般的九阳之躯，在这成为千年不遇的九阳玄脉。莫名其妙地,九阳剑圣,连载中,东方玄幻,//book.qidian.com/info/3012425
流浪暹罗,//bookcover.yuewen.com/qdbimg/349573/1011240756/150,一个没有系统，没有金手指的家伙穿越到DC哥谭的世界，很不幸还背负前任留下巨额债务。为了在这个人才辈出，民风淳朴的世界活下去，不得不开始倒卖盗版影碟，走私酒水军火，开矿淘金，将没有黑化的超级反派收归旗下,美漫之哥谭黑暗教父,连载中,时空穿梭,//book.qidian.com/info/1011240756
喷火萌,//bookcover.yuewen.com/qdbimg/349573/1010834962/150,一名躁郁症患者在讨厌的半岛一边撩妹撕逼舔香菜一边病愈崛起祸害人的泼水事~,重启全盛时代,连载中,娱乐明星,//book.qidian.com/info/1010834962
不放心油条,//bookcover.yuewen.com/qdbimg/349573/1011049064/150,古老的仙道世界，历久弥新，一代代天骄英豪，你方唱罢我登台。正是一个大时代沉寂许久之时，一个穿越而来的少年，在曾经闻名天下，现已废弃多时的壶梁，探出自己的罪恶之手。“我告诉你们，只有一级小号自带的技能，,一品修仙,连载中,幻想修仙,//book.qidian.com/info/1011049064
萧舒,//bookcover.yuewen.com/qdbimg/349573/3683496/150,身怀佛家神通，进入国公府成为杂役，江湖之中，庙堂之上，儿女情长，英雄壮歌。VIP群：129395774，全订可进。,白袍总管,连载中,武侠幻想,//book.qidian.com/info/3683496
8难,//bookcover.yuewen.com/qdbimg/349573/1010828549/150,【爆款畅销】千古隐门，一脉单传。秦阳16岁被师傅丢入龙组，19岁便成为了龙组的传说，为弥补师傅的遗憾，他踏入了中海大学的校门，开启了另一段传说……,至尊特工,连载中,谍战特工,//book.qidian.com/info/1010828549
无境界,//bookcover.yuewen.com/qdbimg/349573/1011065363/150,五千年岁月流逝，末法已尽，魔潮再起。神话诸神复苏，旧日支配者重临，世界走向破灭。哈利波特，黑夜传说，圣杯神器，暮光之城，古墓丽影，圣殿王朝，诸神天国……黑暗的惊涛骇浪中，文明之舟载浮载沉。我愿高举创旗,无限之至尊巫师,连载中,现代魔法,//book.qidian.com/info/1011065363
三眼的哞伽罗,//bookcover.yuewen.com/qdbimg/349573/1010928007/150,一觉醒来，发现自己成了“龙骑士”。小龙女、桂言叶、冴子学姐……到底是人性的丧尸，还是道德的沦丧？不信抬头看，苍天饶过谁！QQ群号：470945498，有兴趣的朋友可以加一下,无限从龙骑士开始,连载中,衍生同人,//book.qidian.com/info/1010928007
暗影熊,//bookcover.yuewen.com/qdbimg/349573/1010510263/150,这是一本挂着小熊提伯斯的熊头，卖着小安妮的肉的书！哦，不对，说错了！这其实是一本挂着提伯斯的熊头，卖着小安妮的多元世界旅行故事的书！没错了，就是酱紫的！已过复联、哈利波特、艾泽拉斯、加勒比海盗、星际争,暗影熊提伯斯的位面之旅,连载中,时空穿梭,//book.qidian.com/info/1010510263
6号鼠标,//bookcover.yuewen.com/qdbimg/349573/1009598226/150,唐青重生在2004年，获得银行系统。于是，他亮了。他掌握着非洲的经济命脉。他影响着中东的局势走势。他是全世界大部分国家的债主。他是整个世界金融秩序新的制定者。他是潜藏在这颗星球背后最大的BOSS。美元,重生之超级银行系统,连载中,都市生活,//book.qidian.com/info/1009598226
丑名远扬,//bookcover.yuewen.com/qdbimg/349573/1009242064/150,当陆宽带着十五年的记忆重生，他发誓，要让生活充满激情。刀砍食人魔，箭射变形怪，脚踹地狱领主的裤裆，手摸魅魔女王的酥胸！纵览魔幻世界，让高手之名传遍世人。无数次在梦中才有的景象，陆宽让它们一一变为现实。,纵猎天下,完本,虚拟网游,//book.qidian.com/info/1009242064
黎明C,//bookcover.yuewen.com/qdbimg/349573/1009711525/150,主角纯法师，冷血谨慎黑暗无情，全程无女主，没有扮猪吃虎，没有生死关头爆发，只有稳步前行，没有遍地强敌，主角总是别人的强敌，全心向耐瑟瑞尔的辉煌进发，欢迎各位加群548859662,耐瑟瑞尔的辉煌,连载中,史诗奇幻,//book.qidian.com/info/1009711525
国立诚,//bookcover.yuewen.com/qdbimg/349573/1010924550/150,明末盛京浑河血战，大明的最后一支敢战之兵--戚家军浙兵和石柱白杆兵以7000人主动应战6万女真铁骑，最终兵败全军覆没。此战明军杀伤女真八旗万余人，打出了大明最后的骄傲。咱们的主人公张斗一觉醒来就成了这,明末传奇之钢铁脊梁,连载中,两宋元明,//book.qidian.com/info/1010924550
白雨涵,//bookcover.yuewen.com/qdbimg/349573/1011408726/150,有能拉出金属的龙，有种田养花的精灵，还有一心想要骑龙的乡下男爵。奇幻种田，领主养成！白雨涵2018呕心沥血之作，敬请观看！,大龙挂了,连载中,史诗奇幻,//book.qidian.com/info/1011408726
曲不曲,//bookcover.yuewen.com/qdbimg/349573/1010953410/150,那一年，一众小花刚崭露头角，踏上各自的璀璨征途；那一年，内地电影票房破62亿，票房增速列全球第一；那一年，移动互联网快速发展，网文的无线时代到来；那一年，十年后的周夏，穿越为北电表演系大一学生；“人生,文娱新贵,连载中,娱乐明星,//book.qidian.com/info/1010953410
沙眸,//bookcover.yuewen.com/qdbimg/349573/1010209482/150,杨沐一觉醒来，稀里糊涂就成了一个小国家的皇帝。文武百官在大殿等着，还有一个刚刚大婚的皇后等着洞房。本以为可以醉卧美人膝，醒掌天下权，三宫六院七十二妃……什么！敌军已经兵临城下了？莫非，一醒来就要做亡国,不朽大皇帝,连载中,架空历史,//book.qidian.com/info/1010209482
拉风狂人扫天,//bookcover.yuewen.com/qdbimg/349573/1004161932/150,李剑，上海滩李家三少爷，因为寻找一个人来到了八路军这边，因为一枚炮弹，导致另一个李剑穿越到了他的身上。穿越的李剑怎么也想不明白，他这是怎么了，最后只能加入八路军，最后还组建了凶名赫赫的超级部队——第十,抗战之第十班,完本,军事战争,//book.qidian.com/info/1004161932
博陵先生,//bookcover.yuewen.com/qdbimg/349573/1009247747/150,公元一六四三，大明灭亡前夜，农民起义遍地烽烟，满洲铁骑肆虐中原，庙堂权贵尸位素餐，各镇藩王醉生梦死，人命贱如草！特种兵精英朱杰就在这个时候从天而降，成为了大明将军，我欲只手回天，奈何却守着一大群猪队友,穿越晚明之不朽帝国,连载中,两宋元明,//book.qidian.com/info/1009247747
神秘的大西瓜,//bookcover.yuewen.com/qdbimg/349573/1011251974/150,理科学神陈牧，目标最高学府的好学生，却被系统选中，必须成为英雄联盟的大魔王！群聊号码：438301318,联盟之魔王系统,连载中,电子竞技,//book.qidian.com/info/1011251974
耳根,//bookcover.yuewen.com/qdbimg/349573/1264634/150,顺为凡，逆则仙，只在心中一念间……请看耳根作品《仙逆》,仙逆,完本,幻想修仙,//book.qidian.com/info/1264634
小教主,//bookcover.yuewen.com/qdbimg/349573/1003665778/150,天地人三界，仙妖鬼三族，齐聚同一个红包群！太上老君抽玉溪！阎王大神迷辣条！如意猴毛拔秃噜！哮天犬狗粮最逆天！韦小宝的神技？容嬷嬷的神器？一个字！抢抢抢！,三界红包群,连载中,异术超能,//book.qidian.com/info/1003665778
眺望一八,//bookcover.yuewen.com/qdbimg/349573/1010956088/150,人家挖矿我挖坟，人家用金疮药我吃坟头草，人家用魔法药我点香烛，人家打坐回复我住棺材，人家用魔法攻击我扔烧纸，﹉﹉且看一只骷髅如何玩转网游，搅乱风云终成魔！书友群:49509036.欢迎大家来探讨剧情！,网游之骷髅也疯狂,连载中,虚拟网游,//book.qidian.com/info/1010956088
宁溪南,//bookcover.yuewen.com/qdbimg/349573/1010709025/150,改革春风唤醒了沉睡的中国大地，商海破冰，弄潮儿披波斩浪。90年代，那是一个激情的梦幻一样的年代。张伟是一个从山里农村出来的娃，看他是如何抓住时机创造自己的传奇人生。ps:本书所有涉及的创业方式以及技术,春风二十年,连载中,成功励志,//book.qidian.com/info/1010709025
星辰旅者,//bookcover.yuewen.com/qdbimg/349573/3292701/150,这是一本严谨的科幻网游向的仙侠变身小说。在你鼓起勇气上车前请一定做好心理准备！本书车牌号：365358244,网游之星剑传奇,连载中,虚拟网游,//book.qidian.com/info/3292701
抄录姬,//bookcover.yuewen.com/qdbimg/349573/1011015619/150,奎尔萨拉斯王国，辉煌鼎盛的魔法国度。在太阳之井光辉的照拂下，屹立在东部王国大陆北端，传承了近万年之久。但当天灾军团的铁蹄无情碾碎奎尔萨拉斯王国的大门，高等精灵与生俱来的高傲也随之破碎。高等精灵不得不亲,血精灵崛起,连载中,史诗奇幻,//book.qidian.com/info/1011015619
逆长天,//bookcover.yuewen.com/qdbimg/349573/1005405753/150,在木叶，有一家餐馆，那里是所有忍者趋之若鹜的地方。什么？卡卡西居然扔掉亲热天堂，一大早跑到餐馆门前排队？什么？三代火影大人又翘班了，只为了去那家餐馆点个拉面？什么？大蛇丸居然也来了，只为了偷师学习怎么,火影之大美食家,连载中,衍生同人,//book.qidian.com/info/1005405753
羽衣老吴,//bookcover.yuewen.com/qdbimg/349573/1004078854/150,”帅哥，加个微信呗。”“美女，你快走吧。我老婆就在旁边瞪你呢。”“帅哥真会说笑，旁边哪有人。”傅洋叹了口气：“她是阴司的鬼王……你当然看不见啊。”傅洋很无奈，老婆是鬼王。绝色艳无双，偏偏爱吃醋。且看他,我老婆是鬼王,连载中,灵异鬼怪,//book.qidian.com/info/1004078854
豪饮地沟油,//bookcover.yuewen.com/qdbimg/349573/1004986370/150,石碑、血月、古校、焚海……每一个诡谲难测的世界都充满未知的危险。被血色漩涡卷入之人，唯有摒弃安逸，用勇气与智慧照亮前行的路，才能把握一线生机。书友群：341065390,恐怖片场,连载中,恐怖惊悚,//book.qidian.com/info/1004986370
大茶碗,//bookcover.yuewen.com/qdbimg/349573/1011039130/150,1985年的暑假，李一鸣的小脑袋瓜里莫名ＢＩＵ出了很多重生故事，懵懂的他写了一封信寄向了远方，......这是一个充满着青春成长与理想的传奇故事，非重生，非穿越，不文青，是爽文，无后宫，没种马，描写细,飞越三十年,连载中,都市生活,//book.qidian.com/info/1011039130
梦想的时光,//bookcover.yuewen.com/qdbimg/349573/1010691865/150,“滴答滴答”杂乱不堪的酒桌上，残留的酒水顺着光滑的桌面落在酒桌下横躺着的身体上。感受着喉咙处传来的干涩，陈慕猛地睁开双眼，忍着头痛欲裂的感觉，迷茫的看着周围这个极为陌生的破旧屋子。“这...是...哪,跑男之娱乐生活,连载中,娱乐明星,//book.qidian.com/info/1010691865
陆秋,//bookcover.yuewen.com/qdbimg/349573/1010734616/150,天降‘神豪修仙系统’，不仅有花不完的钱，竟然还可以依靠完成任务来修仙，卢靖岂止是不淡定，简直兴奋的跳脚。这一下好了，卢靖要逆天了。于是，卢靖玩着玩着，一不小心就成了世人眼中的神豪，玩着玩着，一不小心就,极品修仙神豪,连载中,异术超能,//book.qidian.com/info/1010734616
麻烦,//bookcover.yuewen.com/qdbimg/349573/1010938502/150,我叫二一，二是……好吧，这不重要！重要的是，我被一本天上掉下来的书给砸破了头，然后我就开挂了！翻开了封面，我学会了[阅读术]、[解读术]、[概括术]、[解析术]……妈妈再也不用担心我的学习了。翻开第一,捡了本天书,连载中,东方玄幻,//book.qidian.com/info/1010938502
古月居士,//bookcover.yuewen.com/qdbimg/349573/1003532668/150,时间游荡，生命掌握在谁的手上?星河浩瀚，尘埃浮游漂向到何方?悠悠苍古，是谁在历史的长廊歌唱?长发满头，忽抬头凝望一生的时光?朝花夕拾，物飞流光。谁才是历史长河中璀璨的星光?成王败寇，悲凉枭雄。胜者绘画,主神大道,完本,时空穿梭,//book.qidian.com/info/1003532668
明月夜色,//bookcover.yuewen.com/qdbimg/349573/1002214748/150,这是一个属于弓箭手的传奇，不朽王座史上唯一的弓箭手意外陨落，降临九州，开启一条前所未有的箭道之路。世人眼中箭为小技，难成大道？我不信！我的箭可破日月铸通天之路，因为我就是箭魔！,箭魔,连载中,东方玄幻,//book.qidian.com/info/1002214748
鲨鱼禅师,//bookcover.yuewen.com/qdbimg/349573/3611987/150,玄武门发生了点小事情，没过多久，大唐就换了一个新皇帝。而一只野生的工科生，因为这样那样的原因，来到了此刻的长安。原本因为和凌烟阁二十四功臣之一的大牛沾亲带故，想要混吃等死，但没想到大牛不要几年就会嗝屁,唐朝工科生,连载中,两晋隋唐,//book.qidian.com/info/3611987
庄不周,//bookcover.yuewen.com/qdbimg/349573/1006276401/150,重生孙策，雄霸三国。一梦醒来，成了小霸王孙策，亲爹孙坚正在襄阳作战，命悬一线。爹要救，江山要打，乱世和美人都要拯救，但事情却不是想象的那么简单。袁绍四世三公很强大，江东缺马难争霸。天子年少很聪明，读书,三国小霸王,连载中,秦汉三国,//book.qidian.com/info/1006276401
任我笑,//bookcover.yuewen.com/qdbimg/349573/1004995075/150,穿越成为被贬皇子，所幸老天没有让秦君绝望，激活神话系统！神话中一切角色都可以被召唤！齐天大圣孙悟空，一棍震山河！千里眼顺风耳，洞察世界！如来佛祖掌中佛国，无人能逃！在这神魔世界，誓要做最强的神皇！任我,最强神话帝皇,完本,神话修真,//book.qidian.com/info/1004995075
归咎.,//bookcover.yuewen.com/qdbimg/349573/1010932039/150,穿越火影世界，成为宇智波一族无足轻重的一员。“我虽微末凡尘，但也心向天空！”我们的目标是：飞上天和大筒木辉夜肩并肩！,木叶之封火连天,连载中,衍生同人,//book.qidian.com/info/1010932039
辰东,//bookcover.yuewen.com/qdbimg/349573/2952453/150,一粒尘可填海，一根草斩尽日月星辰，弹指间天翻地覆。群雄并起，万族林立，诸圣争霸，乱天动地。问苍茫大地，谁主沉浮？！一个少年从大荒中走出，一切从这里开始……,完美世界,完本,东方玄幻,//book.qidian.com/info/2952453
林如渊,//bookcover.yuewen.com/qdbimg/349573/1010298084/150,所谓天命，不过是莫须有的束缚。若要踏破星河，立志前行，从来不晚。——————————书友QQ群号：415568005（尘世傲骨~尘骨书友群）等你来！,尘骨,连载中,异世大陆,//book.qidian.com/info/1010298084
零九二五,//bookcover.yuewen.com/qdbimg/349573/3691383/150,大难不死的刘浪意外成为天庭仙狱的一个小狱卒，从此，他和那些犯了事儿的神仙们打成一片，法宝，丹药，仙术，能骗则骗，能抢则抢，敢不给，把那边的老虎凳给我搬过来！,天庭小狱卒,连载中,异术超能,//book.qidian.com/info/3691383
顾大石,//bookcover.yuewen.com/qdbimg/349573/1010512995/150,带着秦始皇去西安看兵马俑。导游秦牧白意外身死被诡异的复活之后，他就接到了一个任务，带一些特殊的人去旅游，而他的第一个任务就是带着秦始皇去西安看兵马俑……,灵魂导游,完本,异术超能,//book.qidian.com/info/1010512995
绫将军,//bookcover.yuewen.com/qdbimg/349573/1009351874/150,陆零重生变成了陆绫。好在，她获得了各种神级天赋和血脉。御剑乘风来：剑系最终结算伤害翻倍，身法最终结算翻倍。晓风残月：绝境灵力翻倍。皓腕凝霜雪：……身怀如此多的顶级战斗天赋，最后却进了一个奶妈的门派，灵,变身灵山大师姐,连载中,变身入替,//book.qidian.com/info/1009351874
永恒的恒星,//bookcover.yuewen.com/qdbimg/349573/1010924444/150,如果当年马丁.钱宁肯乖乖的付我报酬，我也不会拿他的女儿来抵债。如果当年我没有搬进那个该死的公寓，就不会认识楼顶上那个叫谢尔顿的怪胎。如果当年没认识弗兰西斯那个混蛋，现在也不会坐在国会山上看他们争权夺利,重生美国做灵媒,完本,灵异鬼怪,//book.qidian.com/info/1010924444
小笋炒肉,//bookcover.yuewen.com/qdbimg/349573/1004997628/150,重生到2005年的秋天，从一名代购商做起，建设国内第一家，也是最大的代购平台。支付软件，社交软件，网络游戏......明知道可以赚钱而不做，不符合我个性。——书友群：261388959群名称：太极鱼欢,重生之清爽人生,连载中,都市生活,//book.qidian.com/info/1004997628
夏言冰,//bookcover.yuewen.com/qdbimg/349573/2780888/150,不想被别人决定命运，就必须决定别人的命运——一个迈上权力巅峰的传奇故事苦心经营复仇，谁料在大仇得报前夕被手下出卖遗恨身死，天不绝人穿回过去，却发现自己仅有五天时间周旋！危急时刻包飞扬与时间赛跑，拯救伯,一路青云,连载中,官场沉浮,//book.qidian.com/info/2780888
好快的刀,//bookcover.yuewen.com/qdbimg/349573/1010901725/150,刺客重生，在一个不同的世界里，从主持做起，创造出一个庞大的商业帝国……陈昊:我会在这里，复制出一个世界！,全能主持,连载中,娱乐明星,//book.qidian.com/info/1010901725
言若叶,//bookcover.yuewen.com/qdbimg/349573/1007380669/150,佛道之争，自古有之。然佛门大兴，道门衰败。一座破败道观，一位以振兴道门为己任的年轻道士。“无上天尊，这位居士可愿入我道门？”,道门振兴系统,连载中,都市生活,//book.qidian.com/info/1007380669
三心二缺,//bookcover.yuewen.com/qdbimg/349573/3052441/150,虚拟现实游戏《世界之战》席卷全球，它以各国经典历史、经典传说为背景，脑电波接入，100%仿真体感，号称人类第二世界！不过《世界之战》最大的噱头还是达到一定条件可以兑现游戏人物到现实中！设想现实中有机会,网游之三国超级领主,完本,虚拟网游,//book.qidian.com/info/3052441
稻草也疯狂,//bookcover.yuewen.com/qdbimg/349573/1010087571/150,与女友分手后意外获得天才系统，从此逆天崛起，无敌都市……（注：不要管系统，这是一本爽文！！！）,绝世天才系统,连载中,超级科技,//book.qidian.com/info/1010087571
盍簪,//bookcover.yuewen.com/qdbimg/349573/1009309660/150,一个重生在异界，过着随波逐流，慢慢融入到周围环境中的故事。,北地巫师,连载中,剑与魔法,//book.qidian.com/info/1009309660
我是贝币,//bookcover.yuewen.com/qdbimg/349573/1010521397/150,现代人穿越到一拳超人世界，成为了king，他表示：我是运气使然的英雄，也是地表最强的男人……ps：本书书友群——怪人协会：614（河蟹）370（河蟹）720，欢迎大家来搞！,一拳超人之帝王引擎,完本,衍生同人,//book.qidian.com/info/1010521397
风一色,//bookcover.yuewen.com/qdbimg/349573/3594762/150,一代丹帝被奸人陷害从此，世上少了一个青云子，多了一个无敌纨绔重走丹药大道何以逆苍天，以我手中药！书友群：410107263欢迎加入；vip书友群478668611，进群需验证粉丝值，弟子以上可入,绝世药神,连载中,东方玄幻,//book.qidian.com/info/3594762
孑与2,//bookcover.yuewen.com/qdbimg/349573/2413595/150,梦回长安，鲜血浸染了玄武门，太极宫的深处只有数不尽的悲哀，民为水，君为舟，的朗朗之音犹在长安大地回绕，异族的铁蹄却再一次踏破了玉门关，此恨何及？坟墓里的李世民眼见子民涂炭，该发出怎样的怒号？栏杆拍遍，,唐砖,完本,两晋隋唐,//book.qidian.com/info/2413595
一剑清新,//bookcover.yuewen.com/qdbimg/349573/3360270/150,【一剑逆天，狂神归来！】一个不屈少年，一道龙魂剑影，一段不朽传奇。帝路争雄谁为峰，唯我林轩傲苍生！,逆剑狂神,连载中,东方玄幻,//book.qidian.com/info/3360270
炒酸奶,//bookcover.yuewen.com/qdbimg/349573/3689932/150,这小小的四合院，住着一群租房客，而陈阳则是房东。好吧，既然如此，保护房客这个光荣而艰巨的任务，只能落在我的头上了。——陈阳书友QQ群：188631860,我的绝色美女房客,连载中,都市生活,//book.qidian.com/info/3689932
